1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280
"[0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 9.00e+00 8.00e-01 3.40e+01
 6.00e+00 8.40e+01 3.40e+01 4.30e+01 3.34e+02 2.33e+01 6.70e+01 8.36e+02
 7.00e-01]","[0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.40e+00 9.00e+00 2.00e-01 2.60e+01
 1.40e+00]","[ 0.00e+00  0.00e+00  0.00e+00  0.00e+00  1.40e+00  1.70e+01  8.00e-01
  3.40e+01  6.00e+00  1.67e+02 -3.30e+01  8.60e+01  6.67e+02  2.33e+01
  6.70e+01  8.36e+02  7.00e-01]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    2. ]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    2. ]","[   1.     0.     0.     0.     1.     3.     0.6   23.     0.    40.
 -100.     4.   250.    23.    40.     0.     1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    3.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.   25.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 2.00e-01 1.30e+01
 0.00e+00 6.30e+01 5.00e+01 3.20e+01 2.51e+02 2.00e+01 1.00e+00 0.00e+00
 2.00e+00]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.  128.
 250.   23.   40.    0.    1.4]","[  0.    1.    0.    1.    0.5   1.    0.6  51.    2.   63.    0.    0.
 251.   20.   51.    0.    1.5]","[  0.    0.    0.    0.    1.    1.    0.   39.    2.  250.   50.   64.
 251.   20.  100.  313.    1.5]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   10.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   10.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    3.   40.    0.    4.
 250.   10.   40.    0.    1.4]","[ 1.00e+00  1.00e+00  0.00e+00  1.00e+00  3.00e-01  8.00e+00  3.00e-01
  1.00e+01  0.00e+00  2.30e+01 -3.60e+01  1.50e+01  4.31e+02  2.52e+01
  6.10e+01  0.00e+00  1.10e+00]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.    1.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[1.0e+00 0.0e+00 0.0e+00 0.0e+00 1.0e+00 3.0e+00 6.0e-01 2.3e+01 0.0e+00
 4.0e+01 0.0e+00 4.0e+00 1.0e+03 2.3e+01 4.0e+01 0.0e+00 1.4e+00]","[  1.    0.    0.    0.    2.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  0.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   10.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    0. ]","[0.00e+00 0.00e+00 1.00e+00 0.00e+00 7.00e-01 9.00e+00 8.00e-01 1.70e+01
 6.00e+00 8.40e+01 3.40e+01 4.30e+01 6.67e+02 2.33e+01 3.40e+01 8.36e+02
 1.40e+00]","[   0.    1.    1.    0.    9.   17.    4.   40.    4.  127. -100.   21.
  499.  167.   17.  836.    9.]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   10.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6   0.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    0. ]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[ 1.   0.   0.   0.   1.   3.   0.6 23.   0.  40.   0.   4.   1.  23.
 40.   0.   1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.  250.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    0.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.    1.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    1.   23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    1.   23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[   1.     0.     0.     0.     1.     3.     0.6   23.     0.    40.
 -100.     4.   250.    23.    40.     0.     1.4]","[  1.    0.    0.    0.    0.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    1.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.  100.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.    1.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.  100.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    2.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   10.   40.    0.    1.4]","[  1.    0.    0.    0.    1.   25.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    1.   23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  51.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    2.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e-01 9.00e+00 4.00e-01 1.30e+01
 1.00e+00 5.00e+01 3.30e+01 1.60e+01 3.41e+02 4.13e+01 1.20e+01 5.77e+02
 1.20e+00]","[  1.    0.    0.    0.    1.    3.    0.   23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6   0.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.  128.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   10.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   50.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    2. ]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    2. ]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   10.   40.    0.    1.4]","[1.0e+00 0.0e+00 0.0e+00 0.0e+00 1.0e+00 3.0e+00 6.0e-01 2.3e+01 0.0e+00
 4.0e+01 0.0e+00 4.0e+00 1.0e+03 2.3e+01 4.0e+01 0.0e+00 1.4e+00]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   10.   40.    0.    1.4]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.  128.
 250.   23.   40.    0.    1.4]","[  1.   0.   0.   1.   0.  21.   6.  40.   2. 169.  65.  42. 167.  10.
 100. 836.   2.]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    2. ]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   10.   40.    0.    1.4]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[ 1.00e+00  0.00e+00  1.00e+00  1.00e+00  2.00e+00  1.30e+01  2.00e+00
  4.00e+01  6.00e+00  8.50e+01 -3.40e+01  0.00e+00  8.31e+02  2.34e+14
  4.90e+01  8.36e+02  0.00e+00]","[  1.    0.    0.    0.    1.    3.    1.   23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    1.    3.    1.   23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.   40.  100.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    0.8   3.    0.8  30.    4.   30.   28.    6.
 320.   26.7  51.    0.    1.1]","[  1.   0.   0.   0.   9.   5.   6.  16.   0.  85.  32.  84. 167. 167.
  49. 627.  15.]","[  1.    1.    0.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[1.0e+00 0.0e+00 0.0e+00 0.0e+00 1.0e+00 3.0e+00 6.0e-01 2.3e+01 0.0e+00
 4.0e+01 0.0e+00 4.0e+00 1.0e+03 2.3e+01 4.0e+01 0.0e+00 1.4e+00]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[  1.    0.    0.    0.    1.    3.    0.6  51.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[  1.    0.    0.    0.    0.8   3.    0.8  30.    3.   30.   28.    6.
 320.   26.7  51.    0.    1.8]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[  0.   1.   0.   1.  12.  17.   0.  24.   2.  85. -67. 105.   1.  50.
  49. 209.   3.]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[ 1.00e+00  0.00e+00  0.00e+00  1.00e+00  2.00e+00  1.30e+01  2.00e+00
  4.00e+01  6.00e+00  8.50e+01 -3.40e+01  0.00e+00  8.31e+02  2.34e+14
  4.90e+01  8.36e+02  0.00e+00]","[  1.    0.    0.    0.    1.    3.    0.6  23.    0.    1.    0.    4.
 250.   23.   40.    0.    1.4]","[  0.   0.   1.   0.  12.   1.   1.  51.   6. 127.  32.  42. 333.  50.
  17. 418.   2.]","[  0.   1.   1.   0.   0.  21.   6.  40.   2. 169.  65.  42. 167.  10.
 100. 836.   2.]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[  1.    0.    0.    0.    1.4   1.    0.9  15.    1.  217.    6.   43.
 539.   34.   69.  118.    1.5]","[  1.    0.    0.    0.    1.    3.    0.6  51.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[ 1.   0.   0.   0.   1.   3.   0.6 23.   0.  40.   0.   4.   1.  23.
 40.   0.   1.4]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.0e+00 0.0e+00 0.0e+00 0.0e+00 1.0e+00 3.0e+00 6.0e-01 2.3e+01 0.0e+00
 4.0e+01 0.0e+00 4.0e+00 1.0e+03 2.3e+01 4.0e+01 0.0e+00 1.4e+00]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[  1.    0.    0.    1.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 7.00e-01 9.00e+00 8.00e-01 3.40e+01
 3.00e+00 8.40e+01 3.40e+01 4.30e+01 6.67e+02 2.33e+01 6.70e+01 8.36e+02
 1.40e+00]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[  1.    0.    0.    1.    1.    3.    0.6  51.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[ 0.00e+00  0.00e+00  0.00e+00  0.00e+00  1.20e+01  9.00e+00  8.00e+00
  3.80e+01  2.00e+00  9.60e+01 -1.50e+01  2.80e+01  9.07e+02  2.71e+14
  5.20e+01  2.60e+01  1.50e+01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[  1.   0.   0.   0.   2.  13.   1.  26.   0.   1.  50.  32. 751.  30.
  51.   0.   2.]","[  1.    0.    1.    0.    1.    3.    0.6  23.    0.   40.    0.    4.
 250.   23.   40.    0.    1.4]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[  1.   0.   0.   0.   2.  13.   1.  26.   0.   1.  50.  32. 751.  30.
  51.   0.   2.]","[  1.    0.    0.    0.    0.8   4.    0.5  30.    3.   30.   28.    6.
 320.   26.7  51.    0.    1.1]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 1.50e+00 7.00e+00 9.00e-01 3.90e+01
 0.00e+00 1.25e+02 1.00e+02 0.00e+00 5.01e+02 2.00e+01 2.60e+01 9.39e+02
 5.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[  1.    0.    0.    0.    0.8   3.    0.5  30.    3.   30.   28.    6.
 320.   26.7  51.    0.    1.8]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
 0.00e+00 6.30e+01 3.40e+01 7.00e+00 4.05e+02 4.92e+01 6.00e+01 8.00e+00
 1.00e-01]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 5.00e+00 1.00e+00 4.30e+01
