1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
"[ 0.00e+00  0.00e+00  1.00e+00  0.00e+00  1.50e+00  1.30e+01  2.00e-01
  1.30e+01  4.00e+00  1.87e+02 -1.00e+02  6.40e+01  2.51e+02  1.00e+01
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.   13.    0.6  26.    2.  125.   50.   64.
   1.   50.  100.    0.    0.5]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.   25.    0.6  23.    3.   40.    0.  128.
 250.   23.   40.    0.    1.4]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[   0.     0.     1.     0.     1.     3.     0.6   23.     3.    40.
 -100.   128.   250.    23.    40.     0.     1.4]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[   0.     0.     1.     0.     0.3   25.     0.6   32.     6.    43.
 -100.   105.   167.    43.5   81.     0.     0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[ 0.00e+00  0.00e+00  1.00e+00  0.00e+00  4.00e-01  1.80e+01  2.00e-01
  8.00e+00  1.00e+00  2.60e+01 -2.20e+01  9.20e+01  3.06e+02  4.58e+01
  2.00e+01  0.00e+00  4.00e-01]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.   25.    0.6  23.    3.   40.    0.  128.
 250.   23.   40.    0.    1.4]","[ 1.00e+00  1.00e+00  0.00e+00  1.00e+00  6.00e+00  1.00e+00  6.00e+00
  2.40e+01  9.00e+00  2.11e+02 -3.40e+01  2.10e+01  1.67e+02  3.01e+14
  6.50e+01  2.09e+02  9.00e+00]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[ 0.00e+00  0.00e+00  0.00e+00  0.00e+00  8.00e+00  1.80e+01  0.00e+00
  4.60e+01  8.00e+00  1.85e+02 -5.10e+01  1.24e+02  9.57e+02  3.57e+14
  4.10e+01  2.47e+02  1.60e+01]","[  1.   1.   1.   0.   9.   9.   1.  24.   6.   1.  65.  63. 665. 167.
   1. 209.   6.]","[  0.    0.    1.    0.    1.5  25.    0.6  51.    0.    1.  -50.   64.
 251.   50.  100.    0.    1.5]","[1.00e+00 0.00e+00 1.00e+00 1.00e+00 2.00e+00 1.00e+00 4.00e+00 1.60e+01
 2.00e+00 4.30e+01 1.00e+02 6.30e+01 4.99e+02 2.34e+14 8.10e+01 6.27e+02
 6.00e+00]","[  0.    0.    1.    0.    1.5  25.    0.6  51.    0.    1.  -50.   64.
 251.   50.  100.    0.    1.5]","[  0.    0.    1.    0.    1.9   3.    0.2  32.    0.   31.  -63.  114.
  42.   27.1  80.    0.    1.9]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[   0.     0.     1.     0.     0.3   25.     0.6   32.     6.    43.
 -100.   105.   167.    43.5   81.     0.     0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    0.8  21.    0.3  40.    1.   77.  -70.   80.
 100.   26.7  29.    0.    0.4]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.8  13.    0.7  45.    6.   16.  -55.   79.
 203.   31.7  22.    0.    2. ]","[ 1.000e+00  0.000e+00  1.000e+00  0.000e+00  0.000e+00  5.000e+00
  4.000e+00  8.000e+00  6.000e+00  2.110e+02 -6.700e+01  1.280e+02
  4.990e+02  1.000e+01  6.500e+01  1.045e+03  1.200e+01]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[ 0.000e+00  0.000e+00  0.000e+00  0.000e+00  1.700e+01  1.700e+01
  1.000e+00  2.800e+01  9.000e+00  1.900e+02 -1.000e+02  4.700e+01
  6.580e+02  1.120e+02  5.600e+01  1.136e+03  3.000e+00]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[0.00e+00 0.00e+00 1.00e+00 0.00e+00 6.00e+00 1.30e+01 4.00e+00 5.10e+01
 0.00e+00 2.50e+02 6.50e+01 1.05e+02 4.99e+02 3.01e+14 3.30e+01 4.18e+02
 3.00e+00]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    1.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[   0.     0.     1.     0.     0.3   25.     0.6   32.     6.    43.
 -100.   105.   167.    43.5   81.     0.     0.3]","[  0.    1.    1.    0.    0.8  21.    0.3  40.    1.   77.  -70.   80.
 100.   26.7  29.    0.    0.4]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[   0.     0.     1.     0.     0.3   25.     0.6   32.     6.    43.
 -100.   105.   167.    43.5   81.     0.     0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.5   7.    0.    0.    2.   63.  -50.   96.
   1.   30.   76.    0.    0. ]","[  0.    0.    1.    0.    0.8  21.    0.3  40.    1.   77.  -70.   80.
 100.   26.7  29.    0.    0.4]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.   0.   1.   0.   1.  13.   1.  51.   0. 125.   0. 128.   1.  10.
  51.   0.   1.]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[   0.     0.     1.     0.     1.     3.     0.6   23.     3.    40.
 -100.   128.   250.    23.    40.     0.     1.4]","[  1.   1.   1.   1.   9.   5.   6.  16.   0.  85.  32.  84. 167. 167.
  49. 627.  15.]","[0.0e+00 0.0e+00 1.0e+00 1.0e+00 2.0e+00 1.0e+00 4.0e-01 1.3e+01 9.0e+00
 2.5e+02 5.0e+01 0.0e+00 1.0e+03 5.0e+01 7.6e+01 0.0e+00 1.0e+00]","[0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 2.300e+01 8.000e+00
 4.000e+01 3.000e+00 1.760e+02 5.700e+01 3.000e+01 4.050e+02 3.620e+14
 3.000e+00 1.168e+03 1.600e+01]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.5   7.    0.    0.    2.   63.  -50.   96.
   1.   30.   76.    0.    0. ]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.2  17.    0.   24.    2.   85.  -67.  105.
   1.   50.   49.    0.    0.3]","[  0.    0.    1.    0.    1.   19.    1.   13.    0.  187.  -50.   64.
